locus_tag	ftype	length_bp	gene	EC_number	COG	product
GPFNFPML_01091	CDS	1758	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
GPFNFPML_01092	CDS	666	phoU1		COG0704	Phosphate-specific transport system accessory protein PhoU 
GPFNFPML_01093	CDS	918				hypothetical protein
GPFNFPML_01094	CDS	2910				hypothetical protein
GPFNFPML_01095	CDS	900				hypothetical protein
GPFNFPML_01096	CDS	768	nei1_1	3.2.2.-	COG0266	Endonuclease 8 1
GPFNFPML_01097	CDS	4542	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
GPFNFPML_01098	CDS	666	betI_5			HTH-type transcriptional regulator BetI
GPFNFPML_01099	CDS	810			COG1373	putative protein
GPFNFPML_01100	CDS	1485	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
GPFNFPML_01101	CDS	1248			COG5383	putative protein
GPFNFPML_01102	CDS	453				hypothetical protein
GPFNFPML_01103	CDS	1269	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
GPFNFPML_01104	CDS	378				hypothetical protein
GPFNFPML_01105	CDS	312				hypothetical protein
GPFNFPML_01106	CDS	438	rsbW		COG2172	Anti-sigma-F factor RsbW
GPFNFPML_01107	CDS	786	sigF		COG1191	RNA polymerase sigma factor SigF
GPFNFPML_01108	CDS	1803	carB_1			Carbamoyl-phosphate synthase large chain
GPFNFPML_01109	CDS	432			COG2166	putative SufE-like protein
GPFNFPML_01110	CDS	966	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
GPFNFPML_01111	CDS	669		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
GPFNFPML_01112	CDS	429				hypothetical protein
GPFNFPML_01113	CDS	1674	accD5_2	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
GPFNFPML_01114	CDS	801	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
GPFNFPML_01115	CDS	519				hypothetical protein
GPFNFPML_01116	CDS	819				hypothetical protein
GPFNFPML_01117	CDS	1227	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
GPFNFPML_01118	CDS	525	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GPFNFPML_01119	CDS	1170		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
GPFNFPML_01120	CDS	2271				hypothetical protein
GPFNFPML_01121	CDS	1185		2.8.3.-	COG1804	putative fatty acyl-CoA transferase
GPFNFPML_01122	CDS	669				hypothetical protein
GPFNFPML_01123	CDS	2157	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
GPFNFPML_01124	CDS	282				putative protein
GPFNFPML_01125	CDS	741				hypothetical protein
GPFNFPML_01126	CDS	1494	lcpA_1		COG1316	Cell wall biosynthesis protein LcpA
GPFNFPML_01127	CDS	915	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
GPFNFPML_01128	CDS	924	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
GPFNFPML_01129	CDS	1056	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
GPFNFPML_01130	CDS	1662		2.1.1.72		Modification methylase Eco57IB
GPFNFPML_01131	CDS	114				hypothetical protein
GPFNFPML_01132	CDS	1347	fbiB_1		COG0778	Bifunctional F420 biosynthesis protein FbiB
GPFNFPML_01133	CDS	996	fbiA	2.7.8.28	COG0391	Phosphoenolpyruvate transferase
GPFNFPML_01134	CDS	372	whiB			Transcriptional regulator WhiB
GPFNFPML_01135	CDS	420				hypothetical protein
GPFNFPML_01136	CDS	492				hypothetical protein
GPFNFPML_01137	CDS	1398	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
GPFNFPML_01138	CDS	1041				hypothetical protein
GPFNFPML_01139	CDS	1227	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
GPFNFPML_01140	CDS	1389				putative protein
GPFNFPML_01141	CDS	1488	yhdG_1		COG0531	putative amino acid permease YhdG
GPFNFPML_01142	CDS	1251	alkB	1.14.15.3		Alkane 1-monooxygenase
GPFNFPML_01143	CDS	171	alkG			Rubredoxin-2
GPFNFPML_01144	CDS	183	rubA		COG1773	Rubredoxin
GPFNFPML_01145	CDS	636				putative HTH-type transcriptional regulator
GPFNFPML_01146	CDS	1488	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
GPFNFPML_01147	CDS	645	tmk	2.7.4.9	COG0125	Thymidylate kinase
GPFNFPML_01148	CDS	687	mtrA		COG0745	DNA-binding response regulator MtrA
GPFNFPML_01149	CDS	1704	mtrB	2.7.13.3		Sensor histidine kinase MtrB
GPFNFPML_01150	CDS	1752	lpqB			Lipoprotein LpqB
GPFNFPML_01151	CDS	843				hypothetical protein
GPFNFPML_01152	CDS	726	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
GPFNFPML_01153	CDS	660	hpf		COG1544	Ribosome hibernation promotion factor
GPFNFPML_01154	CDS	2898	secA1		COG0653	Protein translocase subunit SecA 1
GPFNFPML_01155	CDS	3207	mdtD_3			Putative multidrug resistance protein MdtD
GPFNFPML_01156	CDS	735	mddA	2.1.1.334	COG2020	Methanethiol S-methyltransferase
GPFNFPML_01157	CDS	483	amhM		COG0490	Ammonium/H(+) antiporter subunit AmhM
GPFNFPML_01158	CDS	1158	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
GPFNFPML_01159	CDS	552				hypothetical protein
GPFNFPML_01160	CDS	816	tgs3	2.3.1.20		putative diacyglycerol O-acyltransferase tgs3
GPFNFPML_01161	CDS	603		2.3.1.20		Putative diacyglycerol O-acyltransferase
GPFNFPML_01162	CDS	867	ppk2	2.7.4.-	COG2326	Polyphosphate:GDP phosphotransferase
GPFNFPML_01163	CDS	510				hypothetical protein
GPFNFPML_01164	CDS	1143		1.-.-.-	COG1018	NADPH oxidoreductase
GPFNFPML_01165	CDS	1284	desA3	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
GPFNFPML_01166	CDS	993	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
GPFNFPML_01167	CDS	1353	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GPFNFPML_01168	CDS	759	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
GPFNFPML_01169	CDS	1425				hypothetical protein
GPFNFPML_01170	CDS	228				hypothetical protein
GPFNFPML_01171	CDS	849	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
GPFNFPML_01172	CDS	768	sigH		COG1595	ECF RNA polymerase sigma factor SigH
GPFNFPML_01173	CDS	552				hypothetical protein
GPFNFPML_01174	CDS	306	rshA			Anti-sigma factor RshA
GPFNFPML_01175	CDS	240			COG0511	Biotinylated protein TB7.3
GPFNFPML_01176	CDS	1506	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
GPFNFPML_01177	CDS	255	whiB1			Transcriptional regulator WhiB1
GPFNFPML_01178	CDS	966	yegS	2.7.1.-		lipid kinase YegS
GPFNFPML_01179	CDS	102				hypothetical protein
GPFNFPML_01180	CDS	408				hypothetical protein
GPFNFPML_01181	CDS	291				hypothetical protein
GPFNFPML_01182	CDS	1107	menF_1	5.4.4.2	COG1169	Putative isochorismate synthase MenF
GPFNFPML_01183	CDS	612	gpm2	3.1.3.2	COG0406	Acid phosphatase
GPFNFPML_01184	CDS	801			COG1192	putative protein
GPFNFPML_01185	CDS	1224				hypothetical protein
GPFNFPML_01186	CDS	1584	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
GPFNFPML_01187	CDS	696				hypothetical protein
GPFNFPML_01188	CDS	294	mmpS3_1			putative transport accessory protein MmpS3
GPFNFPML_01189	CDS	363				hypothetical protein
GPFNFPML_01190	CDS	288				hypothetical protein
GPFNFPML_01191	CDS	687	betI_6			HTH-type transcriptional regulator BetI
GPFNFPML_01192	CDS	987				hypothetical protein
GPFNFPML_01193	CDS	1179	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
GPFNFPML_01194	CDS	879				hypothetical protein
GPFNFPML_01195	CDS	306	atl		COG3695	DNA base-flipping protein
GPFNFPML_01196	CDS	786	lipV	3.1.1.1		Lipase LipV
GPFNFPML_01197	CDS	210				putative proteinA
GPFNFPML_01198	CDS	3168	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
GPFNFPML_01199	CDS	3306	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
GPFNFPML_01200	CDS	1068	kefC			Glutathione-regulated potassium-efflux system protein KefC
GPFNFPML_01201	CDS	942	nudC	3.6.1.22		NADH pyrophosphatase
GPFNFPML_01202	CDS	255		1.-.-.-	COG0695	Putative glutaredoxin.1
GPFNFPML_01203	CDS	2169	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
GPFNFPML_01204	CDS	123				hypothetical protein
GPFNFPML_01205	CDS	291	whiB7			putative transcriptional regulator WhiB7
GPFNFPML_01206	CDS	1344	ubiB	2.7.-.-		protein kinase UbiB
GPFNFPML_01207	CDS	174				hypothetical protein
GPFNFPML_01208	CDS	825				hypothetical protein
GPFNFPML_01209	CDS	1401				hypothetical protein
GPFNFPML_01210	CDS	999	ylbL		COG3480	putative protein YlbL
GPFNFPML_01211	CDS	2979				hypothetical protein
GPFNFPML_01212	CDS	156				hypothetical protein
GPFNFPML_01213	CDS	465				hypothetical protein
GPFNFPML_01214	tRNA	77				tRNA-Met(cat)
GPFNFPML_01215	CDS	759				hypothetical protein
GPFNFPML_01216	CDS	522				hypothetical protein
GPFNFPML_01217	CDS	471		2.3.1.-	COG0454	putative N-acetyltransferase
GPFNFPML_01218	CDS	1074	zapE			Cell division protein ZapE
GPFNFPML_01219	CDS	777				hypothetical protein
GPFNFPML_01220	CDS	1557	caeB_1	3.1.1.-		Carboxylesterase B
GPFNFPML_01221	CDS	1302	aftC	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
GPFNFPML_01222	CDS	411	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
GPFNFPML_01223	CDS	753				hypothetical protein
GPFNFPML_01224	CDS	696			COG3253	putative protein
GPFNFPML_01225	CDS	1359	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
GPFNFPML_01226	CDS	1119	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
GPFNFPML_01227	CDS	831		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
GPFNFPML_01228	CDS	684				hypothetical protein
GPFNFPML_01229	CDS	1317	rnd	3.1.13.5		Ribonuclease D
GPFNFPML_01230	CDS	1917	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GPFNFPML_01231	CDS	498				hypothetical protein
GPFNFPML_01232	CDS	1290			COG1055	putative transporter
GPFNFPML_01233	CDS	1287			COG1055	putative transporter
GPFNFPML_01234	CDS	759				Fluoroquinolones export permease protein
GPFNFPML_01235	CDS	714				Fluoroquinolones export permease protein
GPFNFPML_01236	CDS	906		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
GPFNFPML_01237	CDS	1218	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
GPFNFPML_01238	CDS	2091	kimA		COG0531	Potassium transporter KimA
GPFNFPML_01239	CDS	684	trkA_1		COG0569	Trk system potassium uptake protein TrkA
GPFNFPML_01240	CDS	663	trkA_2		COG0569	Trk system potassium uptake protein TrkA
GPFNFPML_01241	CDS	672				hypothetical protein
GPFNFPML_01242	CDS	369				hypothetical protein
GPFNFPML_01243	CDS	708				hypothetical protein
GPFNFPML_01244	CDS	780				hypothetical protein
GPFNFPML_01245	CDS	465	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
GPFNFPML_01246	CDS	432				hypothetical protein
GPFNFPML_01247	CDS	303				hypothetical protein
GPFNFPML_01248	CDS	651				hypothetical protein
GPFNFPML_01249	CDS	834	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase SuhB
GPFNFPML_01250	CDS	798	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
GPFNFPML_01251	CDS	1587	sigA		COG0568	RNA polymerase sigma factor SigA
GPFNFPML_01252	CDS	429	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
GPFNFPML_01253	CDS	384				hypothetical protein
GPFNFPML_01254	CDS	189				hypothetical protein
GPFNFPML_01255	CDS	975				hypothetical protein
GPFNFPML_01256	CDS	249				hypothetical protein
GPFNFPML_01257	CDS	447				hypothetical protein
GPFNFPML_01258	CDS	972	sigB		COG0568	RNA polymerase sigma factor SigB
GPFNFPML_01259	CDS	693	ideR		COG1321	Iron-dependent repressor IdeR
GPFNFPML_01260	CDS	1083				hypothetical protein
GPFNFPML_01261	CDS	1416	sthA	1.6.1.1	COG1249	putative soluble pyridine nucleotide transhydrogenase
GPFNFPML_01262	CDS	975				hypothetical protein
GPFNFPML_01263	CDS	1026			COG0596	putative protein
GPFNFPML_01264	CDS	687			COG0384	putative protein
GPFNFPML_01265	CDS	519				hypothetical protein
GPFNFPML_01266	CDS	465	nrdR		COG1327	Transcriptional repressor NrdR
GPFNFPML_01267	CDS	498				hypothetical protein
GPFNFPML_01268	CDS	711	lexA	3.4.21.88	COG1974	LexA repressor
GPFNFPML_01269	CDS	2100				hypothetical protein
GPFNFPML_01270	CDS	1194			COG0861	putative membrane protein
GPFNFPML_01271	CDS	1161	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GPFNFPML_01272	CDS	1488	hflX		COG2262	GTPase HflX
GPFNFPML_01273	CDS	870	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
GPFNFPML_01274	CDS	945	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GPFNFPML_01275	CDS	696				hypothetical protein
GPFNFPML_01276	CDS	906				hypothetical protein
GPFNFPML_01277	CDS	1353				putative protein
GPFNFPML_01278	CDS	615				hypothetical protein
GPFNFPML_01279	CDS	1539	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GPFNFPML_01280	CDS	855				hypothetical protein
GPFNFPML_01281	CDS	993				hypothetical protein
GPFNFPML_01282	CDS	537	recX		COG2137	Regulatory protein RecX
GPFNFPML_01283	CDS	2373	recA		COG0468	Protein RecA
GPFNFPML_01284	CDS	174				hypothetical protein
GPFNFPML_01285	CDS	207				hypothetical protein
GPFNFPML_01286	CDS	1167	rebG	4.3.3.5		4'-demethylrebeccamycin synthase
GPFNFPML_01287	CDS	450	ephG	3.3.2.10	COG4308	Epoxide hydrolase EphG
GPFNFPML_01288	CDS	1578				hypothetical protein
GPFNFPML_01289	CDS	405				putative proteinA
GPFNFPML_01290	CDS	813				hypothetical protein
GPFNFPML_01291	CDS	813			COG1842	35 kDa protein
GPFNFPML_01292	CDS	339	clgR			Transcriptional regulator ClgR
GPFNFPML_01293	CDS	630	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GPFNFPML_01294	CDS	495	argA	2.3.1.1	COG1246	Amino-acid acetyltransferase
GPFNFPML_01295	CDS	2304	ftsK		COG1674	DNA translocase FtsK
GPFNFPML_01296	CDS	315		1.-.-.-	COG1359	Putative monooxygenase
GPFNFPML_01297	CDS	819		1.-.-.-		putative oxidoreductase
GPFNFPML_01298	CDS	891				hypothetical protein
GPFNFPML_01299	CDS	1677	rnj	3.1.-.-	COG0595	Ribonuclease J
GPFNFPML_01300	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GPFNFPML_01301	CDS	753	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
GPFNFPML_01302	CDS	276				hypothetical protein
GPFNFPML_01303	CDS	1623				hypothetical protein
GPFNFPML_01304	CDS	417		3.1.-.-		Ribonuclease VapC21
GPFNFPML_01305	CDS	267			COG5450	Antitoxin VapB21
GPFNFPML_01306	CDS	396		3.1.-.-	COG3742	Ribonuclease VapC42
GPFNFPML_01307	CDS	270				hypothetical protein
GPFNFPML_01308	CDS	1095				hypothetical protein
GPFNFPML_01309	CDS	420				hypothetical protein
GPFNFPML_01310	CDS	486	folA	1.5.1.3	COG0262	Dihydrofolate reductase
GPFNFPML_01311	CDS	801	thyA_1	2.1.1.45	COG0207	Thymidylate synthase ThyA
GPFNFPML_01312	CDS	738				hypothetical protein
GPFNFPML_01313	CDS	783	baiA	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
GPFNFPML_01314	CDS	231				hypothetical protein
GPFNFPML_01315	CDS	1185				PPE family protein PPE15
GPFNFPML_01316	CDS	828				hypothetical protein
GPFNFPML_01317	CDS	1107				PPE family protein PPE15
GPFNFPML_01318	CDS	453				hypothetical protein
GPFNFPML_01319	CDS	105				hypothetical protein
GPFNFPML_01320	CDS	474				hypothetical protein
GPFNFPML_01321	CDS	738	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
GPFNFPML_01322	CDS	282				hypothetical protein
GPFNFPML_01323	CDS	558				hypothetical protein
GPFNFPML_01324	CDS	1077	ophA1	1.-.-.-		Phthalate dioxygenase reductase
GPFNFPML_01325	CDS	918				hypothetical protein
GPFNFPML_01326	CDS	471				hypothetical protein
GPFNFPML_01327	CDS	516	decR		COG1522	DNA-binding transcriptional activator DecR
GPFNFPML_01328	CDS	1116	ald	1.4.1.1	COG0686	Alanine dehydrogenase
GPFNFPML_01329	CDS	1035	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
GPFNFPML_01330	CDS	1317		3.4.24.-	COG0612	putative zinc protease
GPFNFPML_01331	CDS	2475	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
GPFNFPML_01332	CDS	516				hypothetical protein
GPFNFPML_01333	CDS	270	rpsO		COG0184	30S ribosomal protein S15
GPFNFPML_01334	CDS	975	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
GPFNFPML_01335	CDS	1764				hypothetical protein
GPFNFPML_01336	CDS	687	mntR			HTH-type transcriptional regulator MntR
GPFNFPML_01337	CDS	1233	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GPFNFPML_01338	CDS	1206	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
GPFNFPML_01339	CDS	1380				IS607 family transposase IS1602
GPFNFPML_01340	CDS	582			COG2452	putative protein
GPFNFPML_01341	CDS	897	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
GPFNFPML_01342	CDS	684	npt	2.7.8.7		4'-phosphopantetheinyl transferase Npt
GPFNFPML_01343	CDS	975				hypothetical protein
GPFNFPML_01344	CDS	564	lppA_1			Putative lipoprotein LppA
GPFNFPML_01345	CDS	1689				hypothetical protein
GPFNFPML_01346	CDS	327				hypothetical protein
GPFNFPML_01347	CDS	588				hypothetical protein
GPFNFPML_01348	CDS	1650	cocE_1	3.1.1.84		Cocaine esterase
GPFNFPML_01349	CDS	354	mazF9	3.1.-.-	COG2337	Endoribonuclease MazF9
GPFNFPML_01350	CDS	219	mazE9			Antitoxin MazE9
GPFNFPML_01351	CDS	1017				hypothetical protein
GPFNFPML_01352	CDS	468				hypothetical protein
GPFNFPML_01353	CDS	258				hypothetical protein
GPFNFPML_01354	CDS	432				hypothetical protein
GPFNFPML_01355	CDS	192				hypothetical protein
GPFNFPML_01356	CDS	1152				ISNCY family transposase ISBli16
GPFNFPML_01357	CDS	216				hypothetical protein
GPFNFPML_01358	CDS	312				hypothetical protein
GPFNFPML_01359	CDS	168				hypothetical protein
GPFNFPML_01360	CDS	609				hypothetical protein
GPFNFPML_01361	CDS	1410				hypothetical protein
GPFNFPML_01362	CDS	813				IS481 family transposase ISChy3
	repeat_region	1355				
GPFNFPML_01363	CDS	225				hypothetical protein
GPFNFPML_01364	CDS	336	rbpA			RNA polymerase-binding protein RbpA
GPFNFPML_01365	CDS	2790	ppm1_2		COG0815	Bifunctional apolipoprotein N-acyltransferase/polyprenol monophosphomannose synthase
GPFNFPML_01366	CDS	1605	nfdA_1	3.5.1.91		N-substituted formamide deformylase
GPFNFPML_01367	CDS	531				hypothetical protein
GPFNFPML_01368	CDS	714	clcD	3.1.1.45		Carboxymethylenebutenolidase
GPFNFPML_01369	CDS	267	rpsR1_1		COG0238	30S ribosomal protein S18 1
GPFNFPML_01370	CDS	306	rpsN		COG0199	30S ribosomal protein S14
GPFNFPML_01371	CDS	165	rpmG2_1		COG0267	50S ribosomal protein L33 2
GPFNFPML_01372	CDS	636				hypothetical protein
GPFNFPML_01373	CDS	402	mntD		COG1108	Manganese transport system membrane protein MntD
GPFNFPML_01374	CDS	405				hypothetical protein
GPFNFPML_01375	CDS	3585	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
GPFNFPML_01376	CDS	153	mazE7			Antitoxin MazE7
GPFNFPML_01377	CDS	315	mazF7	3.1.-.-	COG2337	putative endoribonuclease MazF7
GPFNFPML_01378	CDS	1092				hypothetical protein
GPFNFPML_01379	CDS	627	cobH	5.4.99.61	COG2082	Precorrin-8X methylmutase
GPFNFPML_01380	CDS	1527	cobIJ		COG1010	Cobalamin biosynthesis protein CobIJ
GPFNFPML_01381	CDS	1224				putative protein
GPFNFPML_01382	CDS	924	blaC	3.5.2.6	COG2367	Beta-lactamase
GPFNFPML_01383	CDS	558	sigC		COG1595	ECF RNA polymerase sigma factor SigC
GPFNFPML_01384	CDS	735	cobK	1.3.1.54	COG2099	Precorrin-6A reductase
GPFNFPML_01385	CDS	756	cobM	2.1.1.133	COG2875	Precorrin-4 C(11)-methyltransferase
GPFNFPML_01386	CDS	1173	cobL	2.1.1.132	COG2241	Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
GPFNFPML_01387	CDS	750		1.-.-.-	COG1028	putative oxidoreductase
GPFNFPML_01388	CDS	408		1.3.98.-		F420H(2)-dependent biliverdin reductase
GPFNFPML_01389	CDS	1428				hypothetical protein
GPFNFPML_01390	CDS	300				hypothetical protein
GPFNFPML_01391	CDS	972				hypothetical protein
GPFNFPML_01392	CDS	315				hypothetical protein
GPFNFPML_01393	CDS	1971				hypothetical protein
GPFNFPML_01394	CDS	573	lppJ			Putative lipoprotein LppJ
GPFNFPML_01395	CDS	267				hypothetical protein
GPFNFPML_01396	CDS	444				hypothetical protein
GPFNFPML_01397	CDS	2166				putative protein
GPFNFPML_01398	CDS	945				hypothetical protein
GPFNFPML_01399	CDS	1143				putative protein
GPFNFPML_01400	CDS	297				hypothetical protein
GPFNFPML_01401	CDS	606				hypothetical protein
GPFNFPML_01402	CDS	231				hypothetical protein
GPFNFPML_01403	CDS	1770	pknJ	2.7.11.1		Serine/threonine-protein kinase PknJ
GPFNFPML_01404	CDS	1128	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
GPFNFPML_01405	CDS	1050		3.1.11.-	COG0258	5'-3' exonuclease
GPFNFPML_01406	CDS	735				putative protein
GPFNFPML_01407	CDS	2721	helY	3.6.4.-	COG4581	putative helicase HelY
GPFNFPML_01408	CDS	855	tatC		COG0805	Sec-independent protein translocase protein TatC
GPFNFPML_01409	CDS	252	tatA			Sec-independent protein translocase protein TatA
GPFNFPML_01410	CDS	951	pafC		COG2378	Protein PafC
GPFNFPML_01411	CDS	999	pafB		COG2378	Protein PafB
GPFNFPML_01412	CDS	1344	pafA	6.3.1.19		Pup--protein ligase
GPFNFPML_01413	CDS	1173				hypothetical protein
GPFNFPML_01414	CDS	300				hypothetical protein
GPFNFPML_01415	CDS	1653				hypothetical protein
GPFNFPML_01416	CDS	3042	rapA	3.6.4.-		RNA polymerase-associated protein RapA
GPFNFPML_01417	CDS	834			COG4279	putative protein
GPFNFPML_01418	CDS	435		3.1.-.-		Ribonuclease VapC37
GPFNFPML_01419	CDS	255				hypothetical protein
GPFNFPML_01420	CDS	258	prcA_1			Proteasome subunit alpha
GPFNFPML_01421	CDS	297	lipY_1	3.1.1.3		Triacylglycerol lipase
GPFNFPML_01422	CDS	732				putative PPE family protein PPE36
GPFNFPML_01423	CDS	747	prcA_2	3.4.25.1	COG0638	Proteasome subunit alpha
GPFNFPML_01424	CDS	876	prcB	3.4.25.1	COG0638	Proteasome subunit beta
GPFNFPML_01425	CDS	195	pup			Prokaryotic ubiquitin-like protein Pup
GPFNFPML_01426	CDS	1665	dop	3.4.-.-		Pup deamidase/depupylase
GPFNFPML_01427	CDS	1197				hypothetical protein
GPFNFPML_01428	CDS	642				hypothetical protein
GPFNFPML_01429	CDS	1830	mpa		COG0464	Proteasome-associated ATPase
GPFNFPML_01430	CDS	570	lppK			Putative lipoprotein LppK
GPFNFPML_01431	CDS	294				hypothetical protein
GPFNFPML_01432	CDS	843	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
GPFNFPML_01433	CDS	837				hypothetical protein
GPFNFPML_01434	CDS	483				hypothetical protein
GPFNFPML_01435	CDS	855	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
GPFNFPML_01436	CDS	282	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
GPFNFPML_01437	CDS	1422				putative PPE family protein PPE37
GPFNFPML_01438	CDS	3579	metH	2.1.1.13	COG0646	Methionine synthase
GPFNFPML_01439	CDS	879				hypothetical protein
GPFNFPML_01440	CDS	1125				hypothetical protein
GPFNFPML_01441	CDS	1470	ansP1		COG1113	L-asparagine permease 1
GPFNFPML_01442	CDS	204				hypothetical protein
GPFNFPML_01443	CDS	882	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
GPFNFPML_01444	CDS	1245	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
GPFNFPML_01445	CDS	804	cysQ	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
GPFNFPML_01446	CDS	246				hypothetical protein
GPFNFPML_01447	CDS	159				hypothetical protein
GPFNFPML_01448	CDS	837				hypothetical protein
GPFNFPML_01449	CDS	588				hypothetical protein
GPFNFPML_01450	CDS	711	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
GPFNFPML_01451	CDS	849	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
GPFNFPML_01452	CDS	309				hypothetical protein
GPFNFPML_01453	CDS	1077				hypothetical protein
GPFNFPML_01454	CDS	282				hypothetical protein
GPFNFPML_01455	CDS	1119	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
GPFNFPML_01456	CDS	531				hypothetical protein
GPFNFPML_01457	CDS	1347	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
GPFNFPML_01458	tRNA	87				tRNA-Leu(gag)
GPFNFPML_01459	CDS	318	parE2			Toxin ParE2
GPFNFPML_01460	CDS	216	parD2			Antitoxin ParD2
GPFNFPML_01461	CDS	1059	pyrE_3	2.4.2.10		Orotate phosphoribosyltransferase
GPFNFPML_01462	CDS	357				hypothetical protein
GPFNFPML_01463	CDS	783			COG3599	Cell wall synthesis protein Wag31
GPFNFPML_01464	CDS	288				hypothetical protein
GPFNFPML_01465	CDS	657	sepF		COG1799	Cell division protein SepF
GPFNFPML_01466	CDS	777			COG0325	Pyridoxal phosphate homeostasis protein
GPFNFPML_01467	CDS	804		1.10.3.-	COG1496	Polyphenol oxidase
GPFNFPML_01468	CDS	1140	ftsZ		COG0206	Cell division protein FtsZ
